Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Source of gene name	NCBI gene ID	UniProtKB Gene Name ID	EntrezGene transcript name ID
ENSCAFG00000029020	ENSCAFG00000029020.2	21	28458137	28459093					
ENSCAFG00000024525	ENSCAFG00000024525.3	21	28451956	28453599			102152113		
ENSCAFG00000006213	ENSCAFG00000006213.4	21	28441205	28443322	UBQLN3	VGNC Symbol	476826		
ENSCAFG00000020639	ENSCAFG00000020639.1	22	42478138	42478229	cfa-mir-18a	miRBase	100886062		
ENSCAFG00000020467	ENSCAFG00000020467.1	22	42478000	42478083	MIR17	HGNC Symbol			
ENSCAFG00000039309	ENSCAFG00000039309.2	22	42316180	42349103					
ENSCAFG00000047509	ENSCAFG00000047509.1	22	42183683	42185042					
ENSCAFG00000049758	ENSCAFG00000049758.1	22	42262610	42432551					
ENSCAFG00000034382	ENSCAFG00000034382.2	22	42176187	42260909					
ENSCAFG00000026087	ENSCAFG00000026087.2	22	42004171	42004273	U6	RFAM			
ENSCAFG00000041133	ENSCAFG00000041133.1	22	41969428	41973978					
ENSCAFG00000037654	ENSCAFG00000037654.2	22	41808181	41827253					
ENSCAFG00000049904	ENSCAFG00000049904.1	22	41522674	41528372					
ENSCAFG00000005303	ENSCAFG00000005303.1	22	41185667	41186185					
ENSCAFG00000042810	ENSCAFG00000042810.1	22	41160463	41161925					
ENSCAFG00000046439	ENSCAFG00000046439.1	22	41110709	41127390					
ENSCAFG00000031703	ENSCAFG00000031703.1	22	40843188	40843293	U6	RFAM			
ENSCAFG00000005298	ENSCAFG00000005298.3	22	40763717	40765562					
ENSCAFG00000042961	ENSCAFG00000042961.1	22	40794875	40886254					
ENSCAFG00000049120	ENSCAFG00000049120.1	22	40256479	40261146					
ENSCAFG00000036751	ENSCAFG00000036751.2	22	40208204	40235028					
ENSCAFG00000047057	ENSCAFG00000047057.1	22	40136831	40179982					
ENSCAFG00000037006	ENSCAFG00000037006.2	22	40196502	40207470					
ENSCAFG00000021891	ENSCAFG00000021891.1	22	40125614	40125773	U1	RFAM			
ENSCAFG00000049352	ENSCAFG00000049352.1	22	40022031	40114850					
ENSCAFG00000005293	ENSCAFG00000005293.4	22	39384666	39387542	SLITRK5	VGNC Symbol	485513	E2QXQ1	
ENSCAFG00000047324	ENSCAFG00000047324.1	22	39270118	39380231					
ENSCAFG00000005292	ENSCAFG00000005292.3	22	38783604	38785646					
ENSCAFG00000005290	ENSCAFG00000005290.3	22	38319487	38319933					
ENSCAFG00000047359	ENSCAFG00000047359.1	22	38257770	38308398					
ENSCAFG00000005289	ENSCAFG00000005289.5	22	37912612	37925177	SLITRK6	VGNC Symbol			
ENSCAFG00000026189	ENSCAFG00000026189.1	22	37445932	37446069	SNORA62	RFAM			
ENSCAFG00000049660	ENSCAFG00000049660.1	22	37192314	37299291					
ENSCAFG00000034272	ENSCAFG00000034272.2	22	36915976	37065569					
ENSCAFG00000044022	ENSCAFG00000044022.1	22	36384947	36417444					
ENSCAFG00000023840	ENSCAFG00000023840.2	22	36326751	36328841	SLITRK1	VGNC Symbol	485509	J9NXX8	
ENSCAFG00000005282	ENSCAFG00000005282.5	22	36069537	36071222					
ENSCAFG00000041390	ENSCAFG00000041390.1	22	35430397	35432834					
ENSCAFG00000005271	ENSCAFG00000005271.4	22	35188765	35189777					
ENSCAFG00000047314	ENSCAFG00000047314.1	22	35149844	35152156					
ENSCAFG00000039326	ENSCAFG00000039326.2	22	34747506	34828365					
ENSCAFG00000042466	ENSCAFG00000042466.1	22	34097233	34099304					
ENSCAFG00000026008	ENSCAFG00000026008.1	22	34017310	34017414	U6	RFAM			
ENSCAFG00000029587	ENSCAFG00000029587.2	22	33708758	33709387					
ENSCAFG00000047907	ENSCAFG00000047907.1	22	33646809	33686848					
ENSCAFG00000048379	ENSCAFG00000048379.1	22	33549808	33550023					
ENSCAFG00000046781	ENSCAFG00000046781.1	22	33415028	33425083					
ENSCAFG00000044633	ENSCAFG00000044633.1	22	33371484	33373396					
ENSCAFG00000005260	ENSCAFG00000005260.3	22	33366931	33367878	SPRY2	VGNC Symbol	485504	E2RGU9	
ENSCAFG00000048714	ENSCAFG00000048714.1	22	33161728	33294500					
ENSCAFG00000048057	ENSCAFG00000048057.1	22	33056881	33057894					
ENSCAFG00000044553	ENSCAFG00000044553.1	22	33052786	33055722					
ENSCAFG00000021290	ENSCAFG00000021290.1	22	32963386	32963493	U6	RFAM			
ENSCAFG00000005256	ENSCAFG00000005256.4	22	32704437	32787151	NDFIP2	VGNC Symbol	476956		
ENSCAFG00000006032	ENSCAFG00000006032.4	22	57005559	57006671	ABHD13	VGNC Symbol	100686696		
ENSCAFG00000006031	ENSCAFG00000006031.1	22	56980622	56983357	LIG4	VGNC Symbol	485544	E2R0G7	
ENSCAFG00000029765	ENSCAFG00000029765.2	22	56134878	56756612	FAM155A	HGNC Symbol			
ENSCAFG00000045228	ENSCAFG00000045228.1	22	56125454	56132343					
ENSCAFG00000041668	ENSCAFG00000041668.1	22	55914129	55920688					
ENSCAFG00000043424	ENSCAFG00000043424.1	22	55807358	55818304					
ENSCAFG00000045660	ENSCAFG00000045660.1	22	55806948	55809880					
ENSCAFG00000024434	ENSCAFG00000024434.4	22	55616977	55639784	ARGLU1	VGNC Symbol			
ENSCAFG00000006022	ENSCAFG00000006022.4	22	55566039	55609443	EFNB2	VGNC Symbol	611745	F1Q2Q5	
ENSCAFG00000042996	ENSCAFG00000042996.1	22	55113189	55267434					
ENSCAFG00000044260	ENSCAFG00000044260.1	22	55100330	55109688					
ENSCAFG00000043159	ENSCAFG00000043159.1	22	54793412	54828690					
ENSCAFG00000025977	ENSCAFG00000025977.1	22	54930097	54930201	Y_RNA	RFAM			
ENSCAFG00000048398	ENSCAFG00000048398.1	22	54523940	54558815					
ENSCAFG00000046987	ENSCAFG00000046987.1	22	53922265	53976166					
ENSCAFG00000048167	ENSCAFG00000048167.1	22	53786100	53790473					
ENSCAFG00000047409	ENSCAFG00000047409.1	22	53479503	53484081					
ENSCAFG00000039249	ENSCAFG00000039249.2	22	53298017	53404082					
ENSCAFG00000044556	ENSCAFG00000044556.1	22	52658383	52688446					
ENSCAFG00000046123	ENSCAFG00000046123.1	22	52750887	52798225					
ENSCAFG00000006015	ENSCAFG00000006015.2	22	52616306	52617506					
ENSCAFG00000044726	ENSCAFG00000044726.1	22	52591335	52592152					
ENSCAFG00000049715	ENSCAFG00000049715.1	22	52557433	52576595					
ENSCAFG00000006008	ENSCAFG00000006008.4	22	52523568	52541976	SLC10A2	VGNC Symbol	403448	Q70HQ9	
ENSCAFG00000029362	ENSCAFG00000029362.2	22	52387366	52392207					
ENSCAFG00000006000	ENSCAFG00000006000.5	22	52301801	52373528			100855935		
ENSCAFG00000005966	ENSCAFG00000005966.4	22	52260841	52267664	TEX30	VGNC Symbol	100855909	E2R9H4	
ENSCAFG00000005963	ENSCAFG00000005963.5	22	52182115	52190163	METTL21C	VGNC Symbol	100855894	E2RG06	
ENSCAFG00000005984	ENSCAFG00000005984.5	22	52146466	52372304	POGLUT2	VGNC Symbol	100855922	E2RL13	
ENSCAFG00000005950	ENSCAFG00000005950.5	22	52105886	52175426	TPP2	VGNC Symbol	100855853	E2R9J9	
ENSCAFG00000005242	ENSCAFG00000005242.5	22	32581825	32664714	RBM26	VGNC Symbol	476955		
ENSCAFG00000045737	ENSCAFG00000045737.1	22	32240163	32263610					
ENSCAFG00000042838	ENSCAFG00000042838.1	22	32187191	32295519					
ENSCAFG00000031900	ENSCAFG00000031900.2	22	32007210	32047527	RNF219	VGNC Symbol	476954	J9P545	
ENSCAFG00000035381	ENSCAFG00000035381.2	22	31967256	31968666					
ENSCAFG00000036954	ENSCAFG00000036954.2	22	31852105	31950126					
ENSCAFG00000044176	ENSCAFG00000044176.1	22	31513044	31516973					
ENSCAFG00000027870	ENSCAFG00000027870.1	22	52036811	52036941					
ENSCAFG00000005930	ENSCAFG00000005930.4	22	51895826	51896503					
ENSCAFG00000005187	ENSCAFG00000005187.4	22	31417308	31437587	EDNRB	VGNC Symbol	403862	F1PB15	
ENSCAFG00000005926	ENSCAFG00000005926.4	22	51380788	51982849	FGF14	VGNC Symbol	485537		
ENSCAFG00000005918	ENSCAFG00000005918.4	22	51158169	51380430	ITGBL1	VGNC Symbol	485536		
ENSCAFG00000005183	ENSCAFG00000005183.5	22	31199533	31258021	SLAIN1	VGNC Symbol	610720	E2RNL0	
ENSCAFG00000005175	ENSCAFG00000005175.5	22	31045878	31171033	SCEL	VGNC Symbol	100683601	J9NSL9	
ENSCAFG00000005902	ENSCAFG00000005902.5	22	50823478	51141644	NALCN	VGNC Symbol	485535	J9P4A2	
ENSCAFG00000025965	ENSCAFG00000025965.1	22	50759870	50760000	SNORA72	RFAM			
ENSCAFG00000047945	ENSCAFG00000047945.1	22	50565211	50690362					
ENSCAFG00000027108	ENSCAFG00000027108.2	22	50543931	50544035	U6	RFAM			
ENSCAFG00000042453	ENSCAFG00000042453.1	22	50534251	50536592					
ENSCAFG00000005865	ENSCAFG00000005865.4	22	50485190	50555587	TMTC4	VGNC Symbol	100855496		
ENSCAFG00000047634	ENSCAFG00000047634.1	22	50435785	50436289					
ENSCAFG00000005857	ENSCAFG00000005857.4	22	50429190	50470657	GGACT	VGNC Symbol	485534	F1PLA6	
ENSCAFG00000005851	ENSCAFG00000005851.3	22	50363195	50364354					
ENSCAFG00000026288	ENSCAFG00000026288.2	22	50097228	50097332	U6	RFAM			
ENSCAFG00000005105	ENSCAFG00000005105.5	22	30615369	30874370	MYCBP2	VGNC Symbol	476952		
ENSCAFG00000005072	ENSCAFG00000005072.3	22	30581474	30598886	FBXL3	VGNC Symbol	485499	E2RJX6	
ENSCAFG00000005071	ENSCAFG00000005071.4	22	30568572	30575890	CLN5	NCBI gene	485498	Q5JZQ9	CLN5-203
ENSCAFG00000005071	ENSCAFG00000005071.4	22	30568572	30575890	CLN5	NCBI gene	485498	Q5JZQ9	CLN5-202
ENSCAFG00000005071	ENSCAFG00000005071.4	22	30568572	30575890	CLN5	NCBI gene	485498	Q5JZQ9	CLN5-201
ENSCAFG00000005070	ENSCAFG00000005070.4	22	30547271	30555510	ACOD1	VGNC Symbol	485496		
ENSCAFG00000005068	ENSCAFG00000005068.5	22	30503932	30508632	KCTD12	VGNC Symbol			
ENSCAFG00000034867	ENSCAFG00000034867.2	22	30433806	30455479					
ENSCAFG00000048126	ENSCAFG00000048126.1	22	29985790	29993310					
ENSCAFG00000029806	ENSCAFG00000029806.2	22	29878244	29878346	U6	RFAM			
ENSCAFG00000041828	ENSCAFG00000041828.1	22	29661814	29664130					
ENSCAFG00000044547	ENSCAFG00000044547.1	22	29545258	29547696					
ENSCAFG00000005838	ENSCAFG00000005838.4	22	50023369	50428027	PCCA	VGNC Symbol	476975	E2R518	
ENSCAFG00000005835	ENSCAFG00000005835.5	22	49948778	49950055	ZIC2	HGNC Symbol			
ENSCAFG00000042145	ENSCAFG00000042145.1	22	49939306	49947995					
ENSCAFG00000005834	ENSCAFG00000005834.5	22	49931460	49937853	ZIC5	VGNC Symbol	612986		
ENSCAFG00000005833	ENSCAFG00000005833.1	22	49701542	49701916					
ENSCAFG00000031580	ENSCAFG00000031580.2	22	49608358	49871572	CLYBL	VGNC Symbol	476974	J9P6P8	
ENSCAFG00000005809	ENSCAFG00000005809.4	22	49515382	49577905	TM9SF2	VGNC Symbol	476972	E2R5Z5	
ENSCAFG00000036475	ENSCAFG00000036475.2	22	49463223	49486428					
ENSCAFG00000048782	ENSCAFG00000048782.1	22	49442551	49447288					
ENSCAFG00000005802	ENSCAFG00000005802.5	22	49333188	49347593	GPR183	VGNC Symbol	102154241		
ENSCAFG00000031304	ENSCAFG00000031304.1	22	49303493	49303599	U6	RFAM			
ENSCAFG00000005800	ENSCAFG00000005800.3	22	49288343	49289338	GPR18	VGNC Symbol	485531	F6XWC5	
ENSCAFG00000005061	ENSCAFG00000005061.4	22	29415337	29618667	LMO7	VGNC Symbol	476948		
ENSCAFG00000005799	ENSCAFG00000005799.4	22	49245930	49425088	UBAC2	VGNC Symbol	608309		
ENSCAFG00000049398	ENSCAFG00000049398.1	22	49172748	49207743					
ENSCAFG00000029050	ENSCAFG00000029050.3	22	29348706	29407965	UCHL3	VGNC Symbol	476947		
ENSCAFG00000029815	ENSCAFG00000029815.2	22	29318231	29336062	COMMD6	VGNC Symbol	476946	J9P2Y7	
ENSCAFG00000005730	ENSCAFG00000005730.4	22	48880972	49159711	DOCK9	VGNC Symbol	612820		
ENSCAFG00000042152	ENSCAFG00000042152.1	22	1809724	1821958					
ENSCAFG00000020963	ENSCAFG00000020963.1	22	1800896	1801001	U6	RFAM			
ENSCAFG00000037238	ENSCAFG00000037238.2	22	1775112	1777591					
ENSCAFG00000046412	ENSCAFG00000046412.1	22	1760833	1768527					
ENSCAFG00000027090	ENSCAFG00000027090.1	22	1732479	1732586	U6	RFAM			
ENSCAFG00000044565	ENSCAFG00000044565.1	22	1574824	1663118					
ENSCAFG00000048189	ENSCAFG00000048189.1	22	1494075	1523407					
ENSCAFG00000034069	ENSCAFG00000034069.2	22	1492290	1508510					
ENSCAFG00000049635	ENSCAFG00000049635.1	22	1416422	1426679					
ENSCAFG00000042128	ENSCAFG00000042128.1	22	1362067	1364241					
ENSCAFG00000046042	ENSCAFG00000046042.1	22	1321994	1322116	U4	RFAM			
ENSCAFG00000046176	ENSCAFG00000046176.1	22	1262357	1266033					
ENSCAFG00000049922	ENSCAFG00000049922.1	22	1115701	1138695					
ENSCAFG00000046822	ENSCAFG00000046822.1	22	1109183	1113929					
ENSCAFG00000005656	ENSCAFG00000005656.5	22	48777630	48827533	SLC15A1	VGNC Symbol	403561		
ENSCAFG00000029967	ENSCAFG00000029967.1	22	48675520	48675867					
ENSCAFG00000005625	ENSCAFG00000005625.5	22	48578858	48663329	STK24	VGNC Symbol			
ENSCAFG00000004295	ENSCAFG00000004295.5	22	931751	991223	RNASEH2B	VGNC Symbol		J9PB05	
ENSCAFG00000005595	ENSCAFG00000005595.4	22	48342521	48573836	FARP1	VGNC Symbol	476970		
ENSCAFG00000041526	ENSCAFG00000041526.1	22	48200217	48265021					
ENSCAFG00000004291	ENSCAFG00000004291.4	22	881820	921500					
ENSCAFG00000045918	ENSCAFG00000045918.1	22	850861	869790					
ENSCAFG00000049575	ENSCAFG00000049575.1	22	817371	857150					
ENSCAFG00000004287	ENSCAFG00000004287.4	22	728823	810181					
ENSCAFG00000028728	ENSCAFG00000028728.3	22	636466	663695	SERPINE3	VGNC Symbol	100684264	J9P603	
ENSCAFG00000025364	ENSCAFG00000025364.4	22	549179	636523	INTS6	VGNC Symbol	476905	F1PKG5	
ENSCAFG00000045989	ENSCAFG00000045989.1	22	466920	468679					
ENSCAFG00000038711	ENSCAFG00000038711.2	22	529959	533506					
ENSCAFG00000004282	ENSCAFG00000004282.4	22	304884	428223	WDFY2	VGNC Symbol	606922		
ENSCAFG00000033265	ENSCAFG00000033265.2	22	281188	294450					
ENSCAFG00000004278	ENSCAFG00000004278.4	22	258880	259563	CCDC70	VGNC Symbol	606836		
ENSCAFG00000050055	ENSCAFG00000050055.1	22	225692	226867					
ENSCAFG00000004261	ENSCAFG00000004261.4	22	191888	225266	ATP7B	VGNC Symbol	476903		
ENSCAFG00000004252	ENSCAFG00000004252.4	22	151641	162512	ALG11	VGNC Symbol	100682632	E2RR35	
ENSCAFG00000049982	ENSCAFG00000049982.1	22	74957	79164					
ENSCAFG00000004677	ENSCAFG00000004677.4	22	8465797	8509955	AKAP11	VGNC Symbol	609431	E2RBK8	
ENSCAFG00000041124	ENSCAFG00000041124.1	22	8361708	8368233					
ENSCAFG00000038460	ENSCAFG00000038460.2	22	8335206	8341443					
ENSCAFG00000025950	ENSCAFG00000025950.1	22	8232756	8232862	U6	RFAM			
ENSCAFG00000004675	ENSCAFG00000004675.5	22	8227555	8258645	TNFSF11	VGNC Symbol	609418		
ENSCAFG00000005561	ENSCAFG00000005561.4	22	48136242	48180495	IPO5	VGNC Symbol	485528		
ENSCAFG00000004671	ENSCAFG00000004671.4	22	8047223	8075320	FAM216B	VGNC Symbol		J9NUA2	
ENSCAFG00000005538	ENSCAFG00000005538.3	22	48098088	48099731					
ENSCAFG00000044357	ENSCAFG00000044357.1	22	48006249	48008894					
ENSCAFG00000036528	ENSCAFG00000036528.2	22	47971030	48026662					
ENSCAFG00000043028	ENSCAFG00000043028.1	22	47915658	47939731					
ENSCAFG00000031424	ENSCAFG00000031424.2	22	47778780	47810802	RAP2A	VGNC Symbol	476968		
ENSCAFG00000005523	ENSCAFG00000005523.5	22	47619002	47727550	MBNL2	VGNC Symbol	612815	F1PKP2	
ENSCAFG00000036423	ENSCAFG00000036423.2	22	47567532	47570527					
ENSCAFG00000026892	ENSCAFG00000026892.1	22	47385813	47385926	U6	RFAM			
ENSCAFG00000005515	ENSCAFG00000005515.4	22	47371381	47372394	OXGR1	VGNC Symbol	485527		
ENSCAFG00000047495	ENSCAFG00000047495.1	22	47260825	47263913					
ENSCAFG00000044274	ENSCAFG00000044274.1	22	7862175	8108299	EPSTI1	HGNC Symbol			
ENSCAFG00000029934	ENSCAFG00000029934.2	22	47117757	47259351	HS6ST3	HGNC Symbol		J9P008	
ENSCAFG00000004664	ENSCAFG00000004664.4	22	7749386	7826054			476930	E2RCE9	
ENSCAFG00000047932	ENSCAFG00000047932.1	22	7682376	7685999					
ENSCAFG00000042215	ENSCAFG00000042215.1	22	7651580	7652122					
ENSCAFG00000004644	ENSCAFG00000004644.4	22	7259071	7673453	ENOX1	VGNC Symbol	609336		
ENSCAFG00000004607	ENSCAFG00000004607.4	22	7003850	7046952	CCDC122	VGNC Symbol	485460		
ENSCAFG00000004602	ENSCAFG00000004602.4	22	6979820	7003007			476928	E2RGD4	
ENSCAFG00000005500	ENSCAFG00000005500.5	22	46309326	46591803	UGGT2	VGNC Symbol	485525	F1PKQ7	
ENSCAFG00000045623	ENSCAFG00000045623.1	22	6741504	6757691	SMIM2	HGNC Symbol			
ENSCAFG00000037061	ENSCAFG00000037061.2	22	6668206	6703862					
ENSCAFG00000041517	ENSCAFG00000041517.1	22	6577539	6588714					
ENSCAFG00000005044	ENSCAFG00000005044.5	22	29110201	29290154	TBC1D4	VGNC Symbol			
ENSCAFG00000004600	ENSCAFG00000004600.3	22	6540050	6561034	SERP2	VGNC Symbol	100856132	E2RGF1	
ENSCAFG00000022449	ENSCAFG00000022449.1	22	29097473	29097600	U1	RFAM			
ENSCAFG00000034669	ENSCAFG00000034669.2	22	28964045	29041102					
ENSCAFG00000005480	ENSCAFG00000005480.4	22	46307905	46398625	DNAJC3	HGNC Symbol		F1PME4	
ENSCAFG00000046057	ENSCAFG00000046057.1	22	28893899	28896544					
ENSCAFG00000049454	ENSCAFG00000049454.1	22	28274299	28355393					
ENSCAFG00000005040	ENSCAFG00000005040.4	22	27704686	28123099	KLF12	VGNC Symbol	485493	J9P1H6	
ENSCAFG00000048303	ENSCAFG00000048303.1	22	27642325	27658548					
ENSCAFG00000043900	ENSCAFG00000043900.1	22	27640670	27656467					
ENSCAFG00000047936	ENSCAFG00000047936.1	22	27637720	27639573					
ENSCAFG00000049016	ENSCAFG00000049016.1	22	27550178	27590827					
ENSCAFG00000042229	ENSCAFG00000042229.1	22	27421048	27461685					
ENSCAFG00000046886	ENSCAFG00000046886.1	22	27342798	27368627					
ENSCAFG00000042252	ENSCAFG00000042252.1	22	27235443	27235730	Metazoa_SRP	RFAM			
ENSCAFG00000005465	ENSCAFG00000005465.4	22	46227223	46281609	DZIP1	VGNC Symbol	476964		
ENSCAFG00000025988	ENSCAFG00000025988.1	22	46190978	46191081	U6	RFAM			
ENSCAFG00000004584	ENSCAFG00000004584.6	22	6375577	6505672	TSC22D1	VGNC Symbol	476927	F1PJA5	
ENSCAFG00000004584	ENSCAFG00000004584.6	22	6375577	6505672	TSC22D1	VGNC Symbol	476927	J9P2M0	
ENSCAFG00000044598	ENSCAFG00000044598.1	22	6373997	6375043					
ENSCAFG00000045034	ENSCAFG00000045034.1	22	6267927	6337622					
ENSCAFG00000043727	ENSCAFG00000043727.1	22	6227854	6235375					
ENSCAFG00000045236	ENSCAFG00000045236.1	22	6214062	6232193					
ENSCAFG00000044867	ENSCAFG00000044867.1	22	6119780	6120781					
ENSCAFG00000005458	ENSCAFG00000005458.4	22	46098933	46225153	CLDN10	VGNC Symbol	476963	E2RBC2	
ENSCAFG00000041630	ENSCAFG00000041630.1	22	46021857	46075315					
ENSCAFG00000047158	ENSCAFG00000047158.1	22	6109249	6109373	cfa-mir-8814	miRBase	104796446		
ENSCAFG00000005037	ENSCAFG00000005037.4	22	27162397	27200871	KLF5	VGNC Symbol	612788	E2RNV6	
ENSCAFG00000050081	ENSCAFG00000050081.1	22	27004842	27008663					
ENSCAFG00000004564	ENSCAFG00000004564.6	22	6036817	6082031	NUFIP1	VGNC Symbol	485458	J9P0P5	
ENSCAFG00000049630	ENSCAFG00000049630.1	22	6030120	6032471					
ENSCAFG00000005032	ENSCAFG00000005032.4	22	26936567	27133308	PIBF1	VGNC Symbol	476945	E2RNW1	
ENSCAFG00000004557	ENSCAFG00000004557.5	22	5989957	6036589	GPALPP1	VGNC Symbol	609189	F1PK45	
ENSCAFG00000048307	ENSCAFG00000048307.1	22	5915187	5936055					
ENSCAFG00000004547	ENSCAFG00000004547.3	22	5830982	5831758	KCTD4	VGNC Symbol	485456		
ENSCAFG00000004540	ENSCAFG00000004540.4	22	5757960	5904814	GTF2F2	HGNC Symbol	609164		
ENSCAFG00000026451	ENSCAFG00000026451.1	22	5752679	5752814					
ENSCAFG00000028157	ENSCAFG00000028157.1	22	5715681	5715814					
ENSCAFG00000022040	ENSCAFG00000022040.1	22	5714526	5714655	SNORA31	HGNC Symbol			
ENSCAFG00000004533	ENSCAFG00000004533.4	22	5711071	5715069	TPT1	HGNC Symbol	476924	E2RMA1	
ENSCAFG00000005433	ENSCAFG00000005433.4	22	45765835	46013505	ABCC4	VGNC Symbol	485523		
ENSCAFG00000049489	ENSCAFG00000049489.1	22	45716975	45721540					
ENSCAFG00000005334	ENSCAFG00000005334.4	22	45401443	45431483	GPR180	VGNC Symbol	485522	E2QWM2	
ENSCAFG00000005327	ENSCAFG00000005327.4	22	45384412	45400314	TGDS	VGNC Symbol	485521	E2QWQ8	
ENSCAFG00000044606	ENSCAFG00000044606.1	22	45310050	45323711					
ENSCAFG00000005323	ENSCAFG00000005323.4	22	45271709	45305346	DCT	VGNC Symbol	485520		
ENSCAFG00000043306	ENSCAFG00000043306.1	22	45250287	45251599					
ENSCAFG00000005016	ENSCAFG00000005016.4	22	26909409	26935033	DIS3	VGNC Symbol	485491	E2RNY6	
ENSCAFG00000030307	ENSCAFG00000030307.2	22	44154944	45233549	GPC6	HGNC Symbol	476962		
ENSCAFG00000022318	ENSCAFG00000022318.1	22	43109103	43109206	U6	RFAM			
ENSCAFG00000040884	ENSCAFG00000040884.2	22	5663974	5673582					
ENSCAFG00000046079	ENSCAFG00000046079.1	22	43060110	43060800					
ENSCAFG00000004981	ENSCAFG00000004981.5	22	26879933	26906278	BORA	VGNC Symbol	476944		
ENSCAFG00000046871	ENSCAFG00000046871.1	22	42680679	42680796	U4	RFAM			
ENSCAFG00000005311	ENSCAFG00000005311.5	22	42526054	43870405	GPC5	VGNC Symbol	485518		
ENSCAFG00000020505	ENSCAFG00000020505.3	22	42478689	42478795					
ENSCAFG00000020638	ENSCAFG00000020638.2	22	42478576	42478674					
ENSCAFG00000030611	ENSCAFG00000030611.2	22	26863674	26880126	MZT1	VGNC Symbol	100683696	J9P3N0	
ENSCAFG00000025729	ENSCAFG00000025729.1	22	42478462	42478520	cfa-mir-20a	miRBase	100885903		
ENSCAFG00000020582	ENSCAFG00000020582.1	22	42478285	42478366	MIR19A	HGNC Symbol			
ENSCAFG00000004531	ENSCAFG00000004531.4	22	5638583	5658025	SLC25A30	VGNC Symbol	609084	F1PLS7	
ENSCAFG00000030571	ENSCAFG00000030571.1	22	5563470	5563576	U6	RFAM			
ENSCAFG00000004523	ENSCAFG00000004523.4	22	5485891	5542216	ERICH6B	VGNC Symbol	100683849	E2RN48	
ENSCAFG00000004526	ENSCAFG00000004526.6	22	5405741	5614277	COG3	VGNC Symbol	476922	J9P4I0	
ENSCAFG00000004526	ENSCAFG00000004526.6	22	5405741	5614277	COG3	VGNC Symbol	485455	J9P4I0	
ENSCAFG00000004514	ENSCAFG00000004514.5	22	5320249	5386508	SIAH3	VGNC Symbol	485454		
ENSCAFG00000048300	ENSCAFG00000048300.1	22	5287812	5292194					
ENSCAFG00000004511	ENSCAFG00000004511.4	22	5133249	5217908	ZC3H13	VGNC Symbol	485453		
ENSCAFG00000044703	ENSCAFG00000044703.1	22	5126621	5127703					
ENSCAFG00000004499	ENSCAFG00000004499.4	22	5074816	5126170	CPB2	VGNC Symbol	608910	E2RN74	
ENSCAFG00000029502	ENSCAFG00000029502.2	22	5062782	5063063					
ENSCAFG00000004491	ENSCAFG00000004491.4	22	4992347	5059636	LCP1	VGNC Symbol	476921		
ENSCAFG00000030857	ENSCAFG00000030857.2	22	4941452	4978526	LRRC63	VGNC Symbol	476920	J9P0Z0	
ENSCAFG00000049194	ENSCAFG00000049194.1	22	4914626	4917228					
ENSCAFG00000004480	ENSCAFG00000004480.4	22	4874575	4903033	RUBCNL	VGNC Symbol	485452		
ENSCAFG00000045089	ENSCAFG00000045089.1	22	4860126	4864681					
ENSCAFG00000046358	ENSCAFG00000046358.1	22	4802727	4804614					
ENSCAFG00000044769	ENSCAFG00000044769.1	22	4784065	4785365					
ENSCAFG00000048106	ENSCAFG00000048106.1	22	4612170	4615997					
ENSCAFG00000004478	ENSCAFG00000004478.5	22	4578733	4771753	LRCH1	VGNC Symbol			
ENSCAFG00000042799	ENSCAFG00000042799.1	22	4575166	4576482					
ENSCAFG00000004473	ENSCAFG00000004473.4	22	4544719	4569983	ESD	VGNC Symbol	607116	E2RCQ9	
ENSCAFG00000045223	ENSCAFG00000045223.1	22	4511195	4514474					
ENSCAFG00000028871	ENSCAFG00000028871.2	22	4453715	4511037	HTR2A	NCBI gene	403882		HTR2A-202
ENSCAFG00000028871	ENSCAFG00000028871.2	22	4453715	4511037	HTR2A	NCBI gene	403882		HTR2A-201
ENSCAFG00000028152	ENSCAFG00000028152.2	22	4099780	4099984	U2	RFAM			
ENSCAFG00000046620	ENSCAFG00000046620.1	22	3945249	3946729					
ENSCAFG00000041970	ENSCAFG00000041970.1	22	3863827	3865448					
ENSCAFG00000025917	ENSCAFG00000025917.1	22	3839967	3840129	U1	RFAM			
ENSCAFG00000047963	ENSCAFG00000047963.1	22	3720102	3758301					
ENSCAFG00000004458	ENSCAFG00000004458.4	22	3652991	3654551					
ENSCAFG00000030375	ENSCAFG00000030375.2	22	3586713	3587132			100684639		
ENSCAFG00000044227	ENSCAFG00000044227.1	22	3570173	3573994					
ENSCAFG00000004456	ENSCAFG00000004456.3	22	3526115	3526501	NDUFB6	VGNC Symbol		J9NV79	
ENSCAFG00000004454	ENSCAFG00000004454.4	22	3440923	3478683	SUCLA2	VGNC Symbol	485448		
ENSCAFG00000004452	ENSCAFG00000004452.4	22	3416578	3424409	NUDT15	VGNC Symbol	100685818	E2RDP5	
ENSCAFG00000004451	ENSCAFG00000004451.4	22	3396267	3410608	MED4	VGNC Symbol	476917		
ENSCAFG00000022103	ENSCAFG00000022103.2	22	3324291	3324392	U6	RFAM			
ENSCAFG00000047720	ENSCAFG00000047720.1	22	3281316	3282689					
ENSCAFG00000045478	ENSCAFG00000045478.1	22	3281316	3282689					
